document,topic,gamma
"Brighita Negrusa, Sebastian Negrusa; Home Front: Post-Deployment Mental Health and Divorces. Demography 1 June 2014; 51 (3): 895–916. doi: https://doi.org/10.1007/s13524-014-0294-9",12,1.398451145043407e-5
"Bruce Bradbury, Jane Waldfogel, Elizabeth Washbrook; Income-Related Gaps in Early Child Cognitive Development: Why Are They Larger in the United States Than in the United Kingdom, Australia, and Canada?. Demography 1 February 2019; 56 (1): 367–390. doi: https://doi.org/10.1007/s13524-018-0738-8",12,1.2451609315829772e-5
"Bruce Western, Deirdre Bloome, Benjamin Sosnaud, Laura M. Tach; Trends in Income Insecurity Among U.S. Children, 1984–2010. Demography 1 April 2016; 53 (2): 419–447. doi: https://doi.org/10.1007/s13524-016-0463-0",12,1.0750569533754193e-5
"Bruce Western, Natalie Smith; Formerly Incarcerated Parents and Their Children. Demography 1 June 2018; 55 (3): 823–847. doi: https://doi.org/10.1007/s13524-018-0677-4",12,1.2181147302378597e-5
"Bruno Arpino, Marco Le Moglie, Letizia Mencarini; What Tears Couples Apart: A Machine Learning Analysis of Union Dissolution in Germany. Demography 1 February 2022; 59 (1): 161–186. doi: https://doi.org/10.1215/00703370-9648346",12,1.3360271871088895e-5
Bruno Masquelier; Adult Mortality From Sibling Survival Data: A Reappraisal of Selection Biases. Demography 1 February 2013; 50 (1): 207–228. doi: https://doi.org/10.1007/s13524-012-0149-1,12,1.5533978902310735e-5
"C. Y. Cyrus Chu, Seik Kim, Wen-Jen Tsay; Coresidence With Husband’s Parents, Labor Supply, and Duration to First Birth. Demography 1 February 2014; 51 (1): 185–204. doi: https://doi.org/10.1007/s13524-013-0244-y",12,0.022075711971953772
"Cahit Guven, Asadul Islam; Age at Migration, Language Proficiency, and Socioeconomic Outcomes: Evidence From Australia. Demography 1 April 2015; 52 (2): 513–542. doi: https://doi.org/10.1007/s13524-015-0373-6",12,0.004525783330077415
Caleb S. Watkins; School Progress Among Children of Same-Sex Couples. Demography 1 June 2018; 55 (3): 799–821. doi: https://doi.org/10.1007/s13524-018-0678-3,12,1.2251175611097033e-5
"Carl P. Schmertmann, Marcos R. Gonzaga; Bayesian Estimation of Age-Specific Mortality and Life Expectancy for Small Areas With Defective Vital Records. Demography 1 August 2018; 55 (4): 1363–1388. doi: https://doi.org/10.1007/s13524-018-0695-2",12,0.011631055154259013
"Carolyn A. Liebler, Renuka Bhaskar, Sonya R. Porter (née Rastogi); Joining, Leaving, and Staying in the American Indian/Alaska Native Race Category Between 2000 and 2010. Demography 1 April 2016; 53 (2): 507–540. doi: https://doi.org/10.1007/s13524-016-0461-2",12,1.223429573373652e-5
"Carolyn A. Liebler, Sonya R. Porter, Leticia E. Fernandez, James M. Noon, Sharon R. Ennis; America’s Churning Races: Race and Ethnicity Response Changes Between Census 2000 and the 2010 Census. Demography 1 February 2017; 54 (1): 259–284. doi: https://doi.org/10.1007/s13524-016-0544-0",12,1.2515964246676916e-5
"Carolyn A. Liebler, Timothy Ortyl; More Than One Million New American Indians in 2000: Who Are They?. Demography 1 June 2014; 51 (3): 1101–1130. doi: https://doi.org/10.1007/s13524-014-0288-7",12,1.2888387735498798e-5
"Carolyn M. Moehling, Melissa A. Thomasson; Saving Babies: The Impact of Public Education Programs on Infant Mortality. Demography 1 April 2014; 51 (2): 367–386. doi: https://doi.org/10.1007/s13524-013-0274-5",12,0.33142165535473
"Cassandra Robertson, Rourke O’Brien; Health Endowment at Birth and Variation in Intergenerational Economic Mobility: Evidence From U.S. County Birth Cohorts. Demography 1 February 2018; 55 (1): 249–269. doi: https://doi.org/10.1007/s13524-017-0646-3",12,1.6404514198605814e-5
"Cassie McMillan; Tied Together: Adolescent Friendship Networks, Immigrant Status, and Health Outcomes. Demography 1 June 2019; 56 (3): 1075–1103. doi: https://doi.org/10.1007/s13524-019-00770-w",12,0.018460432861711073
"Catalina Amuedo-Dorantes, Thitima Puttitanun, Ana P. Martinez-Donate; How Do Tougher Immigration Measures Affect Unauthorized Immigrants?. Demography 1 June 2013; 50 (3): 1067–1091. doi: https://doi.org/10.1007/s13524-013-0200-x",12,0.09148989597609478
"Catalina Herrera Almanza, David E. Sahn; Early Childbearing, School Attainment, and Cognitive Skills: Evidence From Madagascar. Demography 1 April 2018; 55 (2): 643–668. doi: https://doi.org/10.1007/s13524-018-0664-9",12,0.03444651558437641
"Catherine E. Ross, Ryan K. Masters, Robert A. Hummer; Education and the Gender Gaps in Health and Mortality. Demography 1 November 2012; 49 (4): 1157–1183. doi: https://doi.org/10.1007/s13524-012-0130-z",12,1.737841245561493e-5
Cecilia Menjívar; When Immigration Policies Affect Immigrants’ Lives: Commentary. Demography 1 June 2013; 50 (3): 1097–1099. doi: https://doi.org/10.1007/s13524-013-0205-5,12,1.367314417022976e-4
Changhyo Yi; Relationship Between the Formation Conditions and Durations of One-Person Households in the Seoul Metropolitan Region. Demography 1 June 2016; 53 (3): 675–697. doi: https://doi.org/10.1007/s13524-016-0465-y,12,0.30184850848660494
Charles L. Baum; The Effects of College on Weight: Examining the “Freshman 15” Myth and Other Effects of College Over the Life Cycle. Demography 1 February 2017; 54 (1): 311–336. doi: https://doi.org/10.1007/s13524-016-0530-6,12,1.4443251294118488e-5
"Charles M. Becker, Bakhrom Mirkasimov, Susan Steiner; Forced Marriage and Birth Outcomes. Demography 1 August 2017; 54 (4): 1401–1423. doi: https://doi.org/10.1007/s13524-017-0591-1",12,1.313302501767012e-5
"Christina Bohk-Ewald, Marcus Ebeling, Roland Rau; Lifespan Disparity as an Additional Indicator for Evaluating Mortality Forecasts. Demography 1 August 2017; 54 (4): 1559–1577. doi: https://doi.org/10.1007/s13524-017-0584-0",12,1.6593562513398314e-5
Christina Gibson-Davis; Magic Moment? Maternal Marriage for Children Born Out of Wedlock. Demography 1 August 2014; 51 (4): 1345–1356. doi: https://doi.org/10.1007/s13524-014-0308-7,12,2.8602394147291873e-5
Christina Hughes; Conditional Cash Transfers and Migration: Reconciling Feminist Theoretical Approaches With the New Economics of Labor Migration. Demography 1 February 2021; 58 (1): 383–391. doi: https://doi.org/10.1215/00703370-8928494,12,0.3966823973621398
"Christina J. Diaz, Jeremy E. Fiel; The Effect(s) of Teen Pregnancy: Reconciling Theory, Methods, and Findings. Demography 1 February 2016; 53 (1): 85–116. doi: https://doi.org/10.1007/s13524-015-0446-6",12,1.076360142619818e-5
"Christina M. Gibson-Davis, Christine Percheski; Children and the Elderly: Wealth Inequality Among America’s Dependents. Demography 1 June 2018; 55 (3): 1009–1032. doi: https://doi.org/10.1007/s13524-018-0676-5",12,0.01112882960893269
Christine A. Bachrach; Culture and Demography: From Reluctant Bedfellows to Committed Partners. Demography 1 February 2014; 51 (1): 3–25. doi: https://doi.org/10.1007/s13524-013-0257-6,12,0.018867902742873466
"Christine R. Schwartz, Robert D. Mare; The Proximate Determinants of Educational Homogamy: The Effects of First Marriage, Marital Dissolution, Remarriage, and Educational Upgrading. Demography 1 May 2012; 49 (2): 629–650. doi: https://doi.org/10.1007/s13524-012-0093-0",12,0.0032120381699420634
"Christophe Z. Guilmoto; Skewed Sex Ratios at Birth and Future Marriage Squeeze in China and India, 2005–2100. Demography 1 February 2012; 49 (1): 77–100. doi: https://doi.org/10.1007/s13524-011-0083-7",12,1.2457432348943769e-5
"Christopher R. Tamborini, ChangHwan Kim, Arthur Sakamoto; Education and Lifetime Earnings in the United States. Demography 1 August 2015; 52 (4): 1383–1407. doi: https://doi.org/10.1007/s13524-015-0407-0",12,1.3145987288805736e-5
"Christopher Wildeman, Kristin Turney; Positive, Negative, or Null? The Effects of Maternal Incarceration on Children’s Behavioral Problems. Demography 1 June 2014; 51 (3): 1041–1068. doi: https://doi.org/10.1007/s13524-014-0291-z",12,1.2900870995115462e-5
"Christopher Wimer, Liana Fox, Irwin Garfinkel, Neeraj Kaushal, Jane Waldfogel; Progress on Poverty? New Estimates of Historical Trends Using an Anchored Supplemental Poverty Measure. Demography 1 August 2016; 53 (4): 1207–1218. doi: https://doi.org/10.1007/s13524-016-0485-7",12,2.835879402452228e-5
Chunhui Ren; A Framework for Explaining Black-White Inequality in Homeownership Sustainability. Demography 1 August 2020; 57 (4): 1297–1321. doi: https://doi.org/10.1007/s13524-020-00894-4,12,0.1067635599889731
"Clark Gray, Richard Bilsborrow; Environmental Influences on Human Migration in Rural Ecuador. Demography 1 August 2013; 50 (4): 1217–1241. doi: https://doi.org/10.1007/s13524-012-0192-y",12,0.9860966846380972
"Claudia Geist, Patricia A. McManus; Different Reasons, Different Results: Implications of Migration by Gender and Family Status. Demography 1 February 2012; 49 (1): 197–217. doi: https://doi.org/10.1007/s13524-011-0074-8",12,0.3267228508100686
"Claudia Masferrer, Erin R. Hamilton, Nicole Denier; Immigrants in Their Parental Homeland: Half a Million U.S.-born Minors Settle Throughout Mexico. Demography 1 August 2019; 56 (4): 1453–1461. doi: https://doi.org/10.1007/s13524-019-00788-0",12,0.23302279257999967
"Claudia Nau, Glenn Firebaugh; A New Method for Determining Why Length of Life is More Unequal in Some Populations Than in Others. Demography 1 November 2012; 49 (4): 1207–1230. doi: https://doi.org/10.1007/s13524-012-0133-9",12,1.4866436006000103e-5
"Claus C. Pörtner, Yu-hsuan Su; Differences in Child Health Across Rural, Urban, and Slum Areas: Evidence From India. Demography 1 February 2018; 55 (1): 223–247. doi: https://doi.org/10.1007/s13524-017-0634-7",12,0.26892951020817796
Claus C. Pörtner; Birth Spacing and Fertility in the Presence of Son Preference and Sex-Selective Abortions: India's Experience Over Four Decades. Demography 1 February 2022; 59 (1): 61–88. doi: https://doi.org/10.1215/00703370-9580703,12,1.154248464486192e-5
"Clemens Hetschko, Andreas Knabe, Ronnie Schöb; Looking Back in Anger? Retirement and Unemployment Scarring. Demography 1 June 2019; 56 (3): 1105–1129. doi: https://doi.org/10.1007/s13524-019-00778-2",12,1.552040279117702e-5
"Coral del Río, Olga Alonso-Villar; The Evolution of Occupational Segregation in the United States, 1940–2010: Gains and Losses of Gender–Race/Ethnicity Groups. Demography 1 June 2015; 52 (3): 967–988. doi: https://doi.org/10.1007/s13524-015-0390-5",12,1.9097789801254427e-5
"Cynthia Osborne, Lawrence M. Berger, Katherine Magnuson; Family Structure Transitions and Changes in Maternal Resources and Well-being. Demography 1 February 2012; 49 (1): 23–47. doi: https://doi.org/10.1007/s13524-011-0080-x",12,1.3310203768719688e-5
"Dafna Gelbgiser; Socioeconomic Segregation, Campus Social Context, and Disparities in Bachelor's Degree Attainment. Demography 1 June 2021; 58 (3): 1039–1064. doi: https://doi.org/10.1215/00703370-9162131",12,1.175384618143643e-5
"Dalton Conley, Jennifer Heerwig; The Long-Term Effects of Military Conscription on Mortality: Estimates From the Vietnam-Era Draft Lottery. Demography 1 August 2012; 49 (3): 841–855. doi: https://doi.org/10.1007/s13524-012-0103-2",12,2.183763217636432e-5
"Dana O. Sarnak, Amy Tsui, Fredrick Makumbi, Simon Peter Sebina Kibira, Saifuddin Ahmed; A Panel Study of Fertility Preferences and Contraceptive Dynamics in the Presence of Competing Pregnancy Risks in Uganda. Demography 1 February 2021; 58 (1): 295–320. doi: https://doi.org/10.1215/00703370-8937285",12,0.007043649856803601
Daniel A. Powers; Paradox Revisited: A Further Investigation of Racial/Ethnic Differences in Infant Mortality by Maternal Age. Demography 1 April 2013; 50 (2): 495–520. doi: https://doi.org/10.1007/s13524-012-0152-6,12,1.2707018565129716e-5
"Daniel Goodkind; Child Underreporting, Fertility, and Sex Ratio Imbalance in China. Demography 1 February 2011; 48 (1): 291–316. doi: https://doi.org/10.1007/s13524-010-0007-y",12,0.011047582752369762
Daniel Goodkind; If Science Had Come First: A Billion Person Fable for the Ages (A Reply to Comments). Demography 1 April 2018; 55 (2): 743–768. doi: https://doi.org/10.1007/s13524-018-0661-z,12,1.1005972842996123e-5
"Daniel Goodkind; The Astonishing Population Averted by China’s Birth Restrictions: Estimates, Nightmares, and Reprogrammed Ambitions. Demography 1 August 2017; 54 (4): 1375–1400. doi: https://doi.org/10.1007/s13524-017-0595-x",12,1.2024437381298338e-5
"Daniel Kuehnle, Michael Oberfichtner; Does Starting Universal Childcare Earlier Influence Children’s Skill Development?. Demography 1 February 2020; 57 (1): 61–98. doi: https://doi.org/10.1007/s13524-019-00836-9",12,7.949688588162528e-6
"Daniel Ramirez, Steven A. Haas; The Long Arm of Conflict: How Timing Shapes the Impact of Childhood Exposure to War. Demography 1 June 2021; 58 (3): 951–974. doi: https://doi.org/10.1215/00703370-9114715",12,0.02551825850537271
"Daniel Schneider, Kristen Harknett, Matthew Stimpson; Job Quality and the Educational Gradient in Entry Into Marriage and Cohabitation. Demography 1 April 2019; 56 (2): 451–476. doi: https://doi.org/10.1007/s13524-018-0749-5",12,1.1887602033461049e-5
"Daniel Schneider, Kristen Harknett, Sara McLanahan; Intimate Partner Violence in the Great Recession. Demography 1 April 2016; 53 (2): 471–505. doi: https://doi.org/10.1007/s13524-016-0462-1",12,0.03087932530224793
Daniel T. Lichter; Integration or Fragmentation? Racial Diversity and the American Future. Demography 1 April 2013; 50 (2): 359–391. doi: https://doi.org/10.1007/s13524-013-0197-1,12,9.053391881374764e-6
"Danya Lagos, D'Lane Compton; Evaluating the Use of a Two-Step Gender Identity Measure in the 2018 General Social Survey. Demography 1 April 2021; 58 (2): 763–772. doi: https://doi.org/10.1215/00703370-8976151",12,3.554954403968922e-5
"David Bishai, Abdur Razzaque, Susan Christiansen, A. H. M. Golam Mustafa, Michelle Hindin; Selection Bias in the Link Between Child Wantedness and Child Survival: Theory and Data From Matlab, Bangladesh. Demography 1 February 2015; 52 (1): 61–82. doi: https://doi.org/10.1007/s13524-014-0354-1",12,1.8037390432051693e-5
"David Brady, Rebekah Burroway; Targeting, Universalism, and Single-Mother Poverty: A Multilevel Analysis Across 18 Affluent Democracies. Demography 1 May 2012; 49 (2): 719–746. doi: https://doi.org/10.1007/s13524-012-0094-z",12,1.2563187214149399e-5
David C. Phillips; Measuring Housing Stability With Consumer Reference Data. Demography 1 August 2020; 57 (4): 1323–1344. doi: https://doi.org/10.1007/s13524-020-00893-5,12,1.3505910566076167e-5
"David K. Guilkey, Veronica Escamilla, Lisa M. Calhoun, Ilene S. Speizer; The Examination of Diffusion Effects on Modern Contraceptive Use in Nigeria. Demography 1 June 2020; 57 (3): 873–898. doi: https://doi.org/10.1007/s13524-020-00884-6",12,0.30591431872524233
David Lam; How the World Survived the Population Bomb: Lessons From 50 Years of Extraordinary Demographic History. Demography 1 November 2011; 48 (4): 1231–1262. doi: https://doi.org/10.1007/s13524-011-0070-z,12,0.03275013048466151
"David McClendon, Janet Chen-Lan Kuo, R. Kelly Raley; Opportunities to Meet: Occupational Education and Marriage Formation in Young Adulthood. Demography 1 August 2014; 51 (4): 1319–1344. doi: https://doi.org/10.1007/s13524-014-0313-x",12,1.2302097147110233e-5
"David Neumark, Maysen Yen; Relative Sizes of Age Cohorts and Labor Force Participation of Older Workers. Demography 1 February 2020; 57 (1): 1–31. doi: https://doi.org/10.1007/s13524-019-00837-8",12,9.925396028730228e-6
"David R. Mann, Todd Honeycutt; Understanding the Disability Dynamics of Youth: Health Condition and Limitation Changes for Youth and Their Influence on Longitudinal Survey Attrition. Demography 1 June 2016; 53 (3): 749–776. doi: https://doi.org/10.1007/s13524-016-0469-7",12,1.4073169817406489e-5
"David Stapleton, Todd Honeycutt, Bruce Schechter; Out of Sight, Out of Mind: Including Group Quarters Residents With Household Residents Can Change What We Know About Working-Age People With Disabilities. Demography 1 February 2012; 49 (1): 267–289. doi: https://doi.org/10.1007/s13524-011-0071-y",12,1.31007303304035e-5
"David Sven Reher, Glenn Sandström, Alberto Sanz-Gimeno, Frans W. A. van Poppel; Agency in Fertility Decisions in Western Europe During the Demographic Transition: A Comparative Perspective. Demography 1 February 2017; 54 (1): 3–22. doi: https://doi.org/10.1007/s13524-016-0536-0",12,0.18367185594861818
